1.457446,0.455204,0.841385,0.709764,0.212699,-0.933639,-0.161648,0.215054,-0.075407,0.166980,-0.270392,-0.244296,-0.356632,-0.217146,-0.886322,0.157519,-0.018304,-0.085282,-0.254290,-0.742486,0.045166,-0.313597,0.144497,0.100949,0.395317,-0.258145,0.080885,0.068771,0.284650,-0.590941
0.455204,1.702875,0.759158,0.272881,0.448764,-0.620502,-0.190474,0.269401,0.227692,0.037399,-0.509027,-0.481370,-0.580491,0.018763,-1.444932,0.689930,-0.029638,-0.003694,-0.323813,-0.117618,0.280243,-0.590458,-0.372771,0.496630,1.317209,-0.051572,0.056850,0.151494,0.552579,0.003521
0.841385,0.759158,1.537609,0.408038,0.458073,-0.618974,-0.126103,0.175594,0.075735,-0.032316,-0.198986,-0.454330,-0.255159,-0.049115,-1.238233,0.206192,0.054575,-0.030325,-0.360051,-0.379747,0.152763,-0.658249,0.007258,0.435143,0.644711,-0.135227,0.046437,0.134348,-0.002429,-0.486454
0.709764,0.272881,0.408038,1.176385,0.020790,-0.456067,-0.262638,0.321722,-0.186548,0.366914,-0.081997,-0.111311,-0.486266,-0.068233,-0.439933,0.161509,-0.182107,-0.042511,-0.098553,-0.324760,0.068716,-0.060860,-0.052409,-0.011155,0.281362,-0.168834,0.081755,0.064093,0.280997,-0.562656
0.212699,0.448764,0.458073,0.020790,0.863604,-0.255983,-0.035884,0.070813,0.323050,-0.068784,-0.194720,-0.202499,-0.197344,-0.004901,-0.740441,0.204062,0.053527,0.008289,-0.213980,-0.078479,0.097644,-0.352369,-0.020288,0.230726,0.430998,0.038682,0.016447,0.059837,-0.034763,-0.020630
-0.933639,-0.620502,-0.618974,-0.456067,-0.255983,1.587398,0.024266,-0.284436,-0.027745,-0.151940,0.785221,0.293231,0.485716,0.381498,1.165681,-0.557934,-0.046522,0.130486,0.335069,0.795026,-0.223828,0.284647,-0.271514,-0.152429,-0.637299,0.304579,-0.121404,-0.041278,-0.604974,0.092287
-0.161648,-0.190474,-0.126103,-0.262638,-0.035884,0.024266,0.866360,0.009631,-0.069212,-0.124809,-0.129437,-0.104784,0.322391,-0.163288,0.108602,0.128736,0.150688,-0.055031,-0.063305,-0.083350,0.166486,0.000051,0.451548,0.033811,-0.080672,-0.099759,0.027110,-0.182267,-0.076521,0.416528
0.215054,0.269401,0.175594,0.321722,0.070813,-0.284436,0.009631,0.840138,-0.014080,0.134504,-0.371342,-0.160227,-0.313106,-0.174723,-0.382359,0.608336,-0.001825,-0.073553,-0.114611,-0.135456,0.455482,-0.067042,0.145644,0.183086,0.445805,-0.184597,0.212963,0.036917,0.209369,0.108805
-0.075407,0.227692,0.075735,-0.186548,0.323050,-0.027745,-0.069212,-0.014080,0.820492,-0.026197,-0.159231,-0.088107,-0.324048,0.042446,-0.278766,0.154622,0.014785,0.060777,-0.061755,0.119864,-0.007601,-0.070289,-0.106426,0.085696,0.306073,0.267577,-0.009613,0.031151,0.042187,0.125779
0.166980,0.037399,-0.032316,0.366914,-0.068784,-0.151940,-0.124809,0.134504,-0.026197,0.813665,0.034779,0.027188,-0.327666,-0.005113,-0.029219,0.237780,-0.078670,-0.009356,0.001382,-0.070239,0.069514,0.088021,-0.029187,-0.079269,0.003138,-0.048129,0.030599,0.010828,0.306526,-0.123076
-0.270392,-0.509027,-0.198986,-0.081997,-0.194720,0.785221,-0.129437,-0.371342,-0.159231,0.034779,1.482259,0.304419,0.615766,0.530353,0.776543,-1.043785,-0.085010,0.159987,0.196145,0.382826,-0.516930,0.109719,-0.320087,-0.297336,-0.870102,0.242178,-0.163437,-0.027306,-0.430524,-0.603424
-0.244296,-0.481370,-0.454330,-0.111311,-0.202499,0.293231,-0.104784,-0.160227,-0.088107,0.027188,0.304419,0.812593,0.254137,0.082724,0.652785,-0.401715,-0.039375,0.031881,0.192584,0.136342,-0.210360,0.238309,-0.060016,-0.213529,-0.712399,0.080192,-0.048172,-0.024943,-0.200019,-0.056511
-0.356632,-0.580491,-0.255159,-0.486266,-0.197344,0.485716,0.322391,-0.313106,-0.324048,-0.327666,0.615766,0.254137,1.310330,0.139707,0.726583,-0.688487,0.103571,0.035428,0.151084,0.159699,-0.253461,-0.023047,0.102795,-0.142477,-0.934376,0.036413,-0.090777,-0.099263,-0.497104,-0.011207
